,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
2018,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_F,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2019,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_F,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2020,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_F,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (female)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2021,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2022,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2023,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2024,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2025,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2026,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2027,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2028,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2029,SDGB,SDG Indicators,152,Chile,6174,Value,PD_AGR_SSFP_M,"2.3.1 Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $) (male)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2030,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2031,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2032,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2033,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2034,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2035,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2036,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2037,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2038,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2039,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2040,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2041,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2042,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2043,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2044,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2045,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2046,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2047,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2048,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2049,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2050,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2051,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2052,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2053,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2054,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2055,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_F,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (female)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2056,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2057,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2058,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2059,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2060,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2061,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2062,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2063,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2064,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2065,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2066,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2067,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2068,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_LSFP_M,"2.3.2 Average income of large-scale food producers, PPP (constant 2011 international $) (male)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2069,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2070,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2071,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2072,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2073,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2074,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2075,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2076,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2077,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2078,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2079,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2080,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2081,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2082,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2083,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2084,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2085,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2086,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2087,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2088,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2089,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2090,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2091,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2092,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2093,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2094,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_F,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (female)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2095,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2004,2004,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2096,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2005,2005,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2097,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2006,2006,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2098,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2007,2007,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2099,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2008,2008,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2100,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2009,2009,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2101,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2010,2010,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2102,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2011,2011,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2103,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2012,2012,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2104,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2013,2013,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2105,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2014,2014,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2106,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2015,2015,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2107,SDGB,SDG Indicators,152,Chile,6174,Value,SI_AGR_SSFP_M,"2.3.2 Average income of small-scale food producers, PPP (constant 2011 international $) (male)",2016,2016,PPP (constant 2011 prices),,,,Global | NaN = A figure was not provided
2108,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2005,2005,Number,15569,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Estimate based on the acquisition date of each conserved accession as reported in 2014. | Estimated data
2109,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2010,2010,Number,15846,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Estimate based on the acquisition date of each conserved accession as reported in 2014. | Estimated data
2110,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2012,2012,Number,27145,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Estimate based on the acquisition date of each conserved accession as reported in 2014. | Estimated data
2111,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2014,2014,Number,33488,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Country data
2112,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2016,2016,Number,33888,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Estimate based on the acquisition date of each conserved accession as reported in 2018. | Estimated data
2113,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2017,2017,Number,33888,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Estimate based on the acquisition date of each conserved accession as reported in 2018. | Estimated data
2114,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2018,2018,Number,34036,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Country data
2115,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2019,2019,Number,30169,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Country data
2116,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_PLNTSTOR,2.5.1.a Plant genetic resources accessions stored ex situ (number),2020,2020,Number,30169,,,Global | FAO-WIEWS (http://www.fao.org/wiews) | Estimate based on 2018 report. | Estimated data
2117,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2003,2003,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 4 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2118,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2004,2004,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 4 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2119,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2005,2005,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 4 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2120,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2006,2006,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 44 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2121,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2007,2007,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 44 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2122,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2008,2008,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 44 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2123,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2009,2009,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 44 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2124,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2010,2010,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 51 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2125,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2011,2011,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 51 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2126,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2012,2012,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 52 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2127,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2013,2013,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 55 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
2128,SDGB,SDG Indicators,152,Chile,6173,Value,ER_GRF_ANIMRCNT,2.5.1.b Number of local breeds for which sufficient genetic resources are stored for reconstitution,2014,2014,Number,,,,"National | DAD-IS 1.2.2022 http://www.fao.org/dad-is/ | Out of 55 local breeds (including extinct ones), 0 are reported with genetic material stored, out of which 0 are reported with sufficient material stored to allow them to be reconstituted | Data nature not available"
