,Domain,Area,Element Code,Item,Year,Unit,Value,Note
2206,SDG Indicators,Chile,6125,2.a.1 Agriculture orientation index for government expenditures,2016,index,0.394,National | FAO Questionnaire. UNSD national account estimates. | Consolidated Central Government Expenditure Excluding Social Security Funds | Country data
2207,SDG Indicators,Chile,6125,2.a.1 Agriculture orientation index for government expenditures,2017,index,0.377,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
2208,SDG Indicators,Chile,6125,2.a.1 Agriculture orientation index for government expenditures,2018,index,0.391,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
2209,SDG Indicators,Chile,6125,2.a.1 Agriculture orientation index for government expenditures,2019,index,0.383,National | FAO Questionnaire. UNSD national account estimates. | Consolidated General Government Expenditure | Country data
2210,SDG Indicators,Chile,6125,2.a.1 Agriculture orientation index for government expenditures,2020,index,0.304,National | FAO Questionnaire. World Bank national accounts data. | Consolidated General Government Expenditure | Country data
2211,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2015,index,-0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2212,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2016,index,0.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2213,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2017,index,-0.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2214,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2018,index,0.5,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2215,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2019,index,0.5,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2216,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2020,index,1.07,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2217,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Maize",2021,index,1.95,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National Average, Maize (yellow), Wholesale price | Global monitoring data"
2218,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2015,index,,Global | NaN = A figure was not provided | Data nature not available
2219,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2016,index,,Global | NaN = A figure was not provided | Data nature not available
2220,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2017,index,,Global | NaN = A figure was not provided | Data nature not available
2221,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2018,index,,Global | NaN = A figure was not provided | Data nature not available
2222,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2019,index,,Global | NaN = A figure was not provided | Data nature not available
2223,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2020,index,,Global | NaN = A figure was not provided | Data nature not available
2224,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Millet",2021,index,,Global | NaN = A figure was not provided | Data nature not available
2225,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2015,index,7.8,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2226,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2016,index,-0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2227,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2017,index,0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2228,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2018,index,-0.9,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2229,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2019,index,-1.1,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2230,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2020,index,-0.03,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2231,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Rice",2021,index,0.25,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | Santiago, Rice (first quality), Retail price | Global monitoring data"
2232,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2015,index,,Global | NaN = A figure was not provided | Data nature not available
2233,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2016,index,,Global | NaN = A figure was not provided | Data nature not available
2234,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2017,index,,Global | NaN = A figure was not provided | Data nature not available
2235,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2018,index,,Global | NaN = A figure was not provided | Data nature not available
2236,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2019,index,,Global | NaN = A figure was not provided | Data nature not available
2237,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2020,index,,Global | NaN = A figure was not provided | Data nature not available
2238,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Sorghum",2021,index,,Global | NaN = A figure was not provided | Data nature not available
2239,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2015,index,-0.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2240,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2016,index,-0.9,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2241,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2017,index,0,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2242,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2018,index,1.4,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2243,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2019,index,0.2,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2244,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2020,index,0.69,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2245,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), by type of product: Wheat",2021,index,0.69,"Global | Food Price Monitoring and Analysis (FPMA) online database: https://fpma.apps.fao.org/giews/food-prices/tool/public/#/dataset/domestic. | National average, Wheat, Wholesale price | Global monitoring data"
2246,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2010,index,-0.421,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2247,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2011,index,0.113,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2248,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2012,index,0.361,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2249,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2013,index,-0.239,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2250,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2014,index,-0.146,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2251,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2015,index,-0.332,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2252,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2016,index,-0.922,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2253,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2017,index,-0.868,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2254,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2018,index,-0.481,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2255,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2019,index,-0.573,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2256,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2020,index,0.735,Global | FAOSTAT Data/ Consumer Price Indices: http://www.fao.org/faostat/en/#data/CP. | Abnormally high defined as IFPA>=1; Moderately high defined as 0.5=<IFPA< 1; Twelve month average of monthly price anomalies | Global monitoring data
2257,SDG Indicators,Chile,6125,"2.c.1 Indicator of Food Price Anomalies (IFPA), applied to the Consumer Food Price Index",2021,index,,Global | NaN = A figure was not provided | Data nature not available
2258,SDG Indicators,Chile,6121,"5.a.1(a) Percentage of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex",2015,%,,National | NaN = A figure was not provided  |
2259,SDG Indicators,Chile,6121,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2015,%,,National | NaN = A figure was not provided
2260,SDG Indicators,Chile,6204,5.a.2 Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),2019,Score,,Global | NaN = A figure was not provided | Data nature not available
2261,SDG Indicators,Chile,6204,5.a.2 Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),2020,Score,,Global | NaN = A figure was not provided | Data nature not available
2262,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2007,US$/m3,0.177813,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2263,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2008,US$/m3,0.179034,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2264,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2009,US$/m3,0.176292,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2265,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2010,US$/m3,0.181534,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2266,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2011,US$/m3,0.190374,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2267,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2012,US$/m3,0.181273,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2268,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2013,US$/m3,0.189282,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2269,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2014,US$/m3,0.212237,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2270,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2015,US$/m3,0.207738,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2271,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2016,US$/m3,0.235837,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2272,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2017,US$/m3,0.236487,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2273,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2018,US$/m3,0.223314,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2274,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2019,US$/m3,0.229128,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2275,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2003,US$/m3,12.9051,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2276,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2004,US$/m3,13.5063,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2277,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2005,US$/m3,13.1518,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2278,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2006,US$/m3,14.4711,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2279,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2007,US$/m3,15.9216,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2280,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2008,US$/m3,14.7303,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2281,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2009,US$/m3,15.5112,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2282,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2010,US$/m3,18.7513,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2283,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2011,US$/m3,21.1893,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2284,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2012,US$/m3,23.194,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2285,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2013,US$/m3,25.9402,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2286,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2014,US$/m3,29.9114,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2287,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2015,US$/m3,33.2327,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2288,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2016,US$/m3,38.5965,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2289,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2017,US$/m3,40.0824,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2290,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2018,US$/m3,42.0639,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2291,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2019,US$/m3,41.7979,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2292,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2003,US$/m3,71.9356,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2293,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2004,US$/m3,71.6101,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2294,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2005,US$/m3,72.5892,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2295,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2006,US$/m3,69.9372,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2296,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2007,US$/m3,74.5076,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2297,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2008,US$/m3,85.7353,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2298,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2009,US$/m3,85.5941,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2299,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2010,US$/m3,88.108,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2300,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2011,US$/m3,94.4119,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2301,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2012,US$/m3,102.618,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2302,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2013,US$/m3,108.675,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2303,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2014,US$/m3,109.749,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2304,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2015,US$/m3,115.264,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2305,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2016,US$/m3,118.589,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2306,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2017,US$/m3,118.478,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2307,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2018,US$/m3,123.342,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2308,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2019,US$/m3,126.193,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2309,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2007,US$/m3,4.85199,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2310,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2008,US$/m3,5.02841,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2311,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2009,US$/m3,5.02595,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2312,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2010,US$/m3,5.36764,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2313,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2011,US$/m3,5.72719,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2314,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2012,US$/m3,6.06887,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2315,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2013,US$/m3,6.3707,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2316,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2014,US$/m3,6.53135,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2317,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2015,US$/m3,6.73129,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2318,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2016,US$/m3,2.24179,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2319,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2017,US$/m3,6.99199,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
2320,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2018,US$/m3,7.27546,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2321,SDG Indicators,Chile,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2019,US$/m3,7.38074,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
2322,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2003,%,0,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2323,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2004,%,0,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2324,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2005,%,0,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2325,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2006,%,7.46,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2326,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2007,%,8.7,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
2327,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2008,%,9.96,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
2328,SDG Indicators,Chile,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2009,%,11.25,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
