Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SDGB","SDG Indicators","152","Chile","6121","Value","ER_MTN_GRNCVI_A","15.4.2 Mountain Green Cover Index: Elevation All","2018","2018","%","71.93772","","","Global | Food and Agriculture Organisation of United Nations (FAO) | Country estimate. | Country data"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2003","2003","millions","4.1","","","Global | FAO, Statistics Division | Estimated data | 2002-2004"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2004","2004","millions","4.4","","","Global | FAO, Statistics Division | Estimated data | 2003-2005"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2005","2005","millions","4.8","","","Global | FAO, Statistics Division | Estimated data | 2004-2006"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2006","2006","millions","4.9","","","Global | FAO, Statistics Division | Estimated data | 2005-2007"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2007","2007","millions","4.8","","","Global | FAO, Statistics Division | Estimated data | 2006-2008"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2008","2008","millions","5","","","Global | FAO, Statistics Division | Estimated data | 2007-2009"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2009","2009","millions","5.4","","","Global | FAO, Statistics Division | Estimated data | 2008-2010"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2010","2010","millions","5.8","","","Global | FAO, Statistics Division | Estimated data | 2009-2011"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2011","2011","millions","5.6","","","Global | FAO, Statistics Division | Estimated data | 2010-2012"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2012","2012","millions","4.9","","","Global | FAO, Statistics Division | Estimated data | 2011-2013"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2013","2013","millions","4.1","","","Global | FAO, Statistics Division | Estimated data | 2012-2014"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2014","2014","millions","3.5","","","Global | FAO, Statistics Division | Estimated data | 2013-2015"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2015","2015","millions","3.1","","","Global | FAO, Statistics Division | Estimated data | 2014-2016"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2016","2016","millions","2.9","","","Global | FAO, Statistics Division | Estimated data | 2015-2017"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2017","2017","millions","2.9","","","Global | FAO, Statistics Division | Estimated data | 2016-2018"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2018","2018","millions","3.1","","","Global | FAO, Statistics Division | Estimated data | 2017-2019"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2019","2019","millions","3.6","","","Global | FAO, Statistics Division | Estimated data | 2018-2020"
"SDGB","SDG Indicators","170","Colombia","6132","Value","SN_ITK_DEFCN","2.1.1 Number of undernourished people (millions)","2020","2020","millions","4.2","","","Global | FAO, Statistics Division | Estimates are based on projected values | Estimated data | 2019-2021"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2003","2003","%","9.8","","","Global | FAO, Statistics Division | Estimated data | 2002-2004"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2004","2004","%","10.6","","","Global | FAO, Statistics Division | Estimated data | 2003-2005"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2005","2005","%","11.2","","","Global | FAO, Statistics Division | Estimated data | 2004-2006"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2006","2006","%","11.4","","","Global | FAO, Statistics Division | Estimated data | 2005-2007"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2007","2007","%","11","","","Global | FAO, Statistics Division | Estimated data | 2006-2008"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2008","2008","%","11.3","","","Global | FAO, Statistics Division | Estimated data | 2007-2009"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2009","2009","%","12.1","","","Global | FAO, Statistics Division | Estimated data | 2008-2010"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2010","2010","%","12.9","","","Global | FAO, Statistics Division | Estimated data | 2009-2011"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2011","2011","%","12.3","","","Global | FAO, Statistics Division | Estimated data | 2010-2012"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2012","2012","%","10.7","","","Global | FAO, Statistics Division | Estimated data | 2011-2013"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2013","2013","%","8.9","","","Global | FAO, Statistics Division | Estimated data | 2012-2014"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2014","2014","%","7.5","","","Global | FAO, Statistics Division | Estimated data | 2013-2015"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2015","2015","%","6.5","","","Global | FAO, Statistics Division | Estimated data | 2014-2016"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2016","2016","%","6","","","Global | FAO, Statistics Division | Estimated data | 2015-2017"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2017","2017","%","5.9","","","Global | FAO, Statistics Division | Estimated data | 2016-2018"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2018","2018","%","6.2","","","Global | FAO, Statistics Division | Estimated data | 2017-2019"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2019","2019","%","7.2","","","Global | FAO, Statistics Division | Estimated data | 2018-2020"
"SDGB","SDG Indicators","170","Colombia","6121","Value","SN_ITK_DEFC","2.1.1 Prevalence of undernourishment (%)","2020","2020","%","8.2","","","Global | FAO, Statistics Division | Estimates are based on projected values | Estimated data | 2019-2021"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2015","2015","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2016","2016","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2017","2017","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2018","2018","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2019","2019","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2020","2020","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2015","2015","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2016","2016","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2017","2017","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2018","2018","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2019","2019","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2020","2020","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2015","2015","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2016","2016","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2017","2017","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2018","2018","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2019","2019","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2020","2020","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2015","2015","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2016","2016","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2017","2017","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2018","2018","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2019","2019","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2020","2020","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2015","2015","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2016","2016","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2017","2017","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2018","2018","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2019","2019","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2020","2020","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2015","2015","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2016","2016","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2017","2017","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2018","2018","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2019","2019","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2020","2020","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2015","2015","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2016","2016","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2017","2017","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2018","2018","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2019","2019","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2020","2020","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2015","2015","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2016","2016","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2017","2017","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2018","2018","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2019","2019","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2020","2020","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2015","2015","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2016","2016","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2017","2017","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2018","2018","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2019","2019","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2020","2020","1000 persons","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2015","2015","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2016","2016","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2017","2017","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2018","2018","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2019","2019","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2020","2020","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2015","2015","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2014-2016 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2016","2016","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2015-2017 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2017","2017","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2016-2018 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2018","2018","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2017-2019 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2019","2019","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2018-2020 | 15+"
"SDGB","SDG Indicators","170","Colombia","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2020","2020","%","NaN","Q","Missing value; suppressed","Global | Food and Agriculture Organization of the United Nations (FAO) | Missing value; suppressed | Estimated data | 2019-2021 | 15+"
